Datetime,Adj Close,Close,High,Low,Open,Volume
2026-07-23 09:30:00-04:00,81.5199966430664,81.5199966430664,81.66999816894531,81.02999877929688,81.66999816894531,477413
2026-07-23 09:31:00-04:00,81.37000274658203,81.37000274658203,81.4749984741211,81.16000366210938,81.4749984741211,29453
2026-07-23 09:32:00-04:00,81.58499908447266,81.58499908447266,81.62000274658203,81.37000274658203,81.41000366210938,55675
2026-07-23 09:33:00-04:00,81.79000091552734,81.79000091552734,81.83999633789062,81.58499908447266,81.58499908447266,86558
2026-07-23 09:34:00-04:00,81.71499633789062,81.71499633789062,81.80999755859375,81.69000244140625,81.80999755859375,42544
2026-07-23 09:35:00-04:00,81.79000091552734,81.79000091552734,81.86900329589844,81.66999816894531,81.71499633789062,102183
2026-07-23 09:36:00-04:00,81.7249984741211,81.7249984741211,81.83999633789062,81.66999816894531,81.7750015258789,54152
2026-07-23 09:37:00-04:00,81.66000366210938,81.66000366210938,81.7249984741211,81.58000183105469,81.7249984741211,78832
2026-07-23 09:38:00-04:00,81.69000244140625,81.69000244140625,81.73999786376953,81.62999725341797,81.66999816894531,53874
2026-07-23 09:39:00-04:00,81.72000122070312,81.72000122070312,81.80000305175781,81.69000244140625,81.6978988647461,36591
2026-07-23 09:40:00-04:00,81.52999877929688,81.52999877929688,81.70999908447266,81.5199966430664,81.70999908447266,35791
2026-07-23 09:41:00-04:00,81.47000122070312,81.47000122070312,81.55000305175781,81.47000122070312,81.53500366210938,25058
2026-07-23 09:42:00-04:00,81.3949966430664,81.3949966430664,81.45999908447266,81.37999725341797,81.45999908447266,44604
2026-07-23 09:43:00-04:00,81.41999816894531,81.41999816894531,81.43000030517578,81.38999938964844,81.4000015258789,30899
2026-07-23 09:44:00-04:00,81.36000061035156,81.36000061035156,81.41999816894531,81.3499984741211,81.4000015258789,28865
2026-07-23 09:45:00-04:00,81.2300033569336,81.2300033569336,81.37999725341797,81.2300033569336,81.37999725341797,54171
2026-07-23 09:46:00-04:00,81.13999938964844,81.13999938964844,81.29450225830078,81.12999725341797,81.2300033569336,41679
2026-07-23 09:47:00-04:00,81.18000030517578,81.18000030517578,81.18000030517578,81.08999633789062,81.12999725341797,31804
2026-07-23 09:48:00-04:00,81.29000091552734,81.29000091552734,81.31999969482422,81.12000274658203,81.18000030517578,75114
2026-07-23 09:49:00-04:00,81.25,81.25,81.4000015258789,81.25,81.29000091552734,44394
